tweet_id,intent,confidence,language,top1_sim,is_repeat,reply,grounded_pair_ids,action,reason,latency_ms
727126,item_wrong_or_missing,0.95,en,1.0,0,We’re looking into this. Please share your order details on your Orders page and we’ll arrange a replacement for the missing roll. You can also check tracking via your Orders page for updates.,"[""727126_727125""]",escalate,account_specific_intent,56.22580001363531
179227,device_or_content_issue,0.7,unknown,1.000000238418579,0,"नमस्ते! कृपया अपने ऑर्डर पेज पर जाँच करें कि आइटम कहाँ है। यदि यह नहीं मिला या देर से पहुँच रहा है, तो रिटर्न/रिफंड के लिए सहायता पृष्ठ देखें। हमें बताइए ताकि हम मदद कर सकें।","[""179227_232190""]",escalate,unsupported_language:unknown,57.38370004110038
269483,device_or_content_issue,0.95,en,1.000000238418579,1,Sorry to hear your Firestick stopped working. Let us help troubleshoot—check your Orders page for details and give us a call so we can walk through options.,"[""269483_269480"", ""184345_184346""]",escalate,account_specific_intent+repeat_contact,44.72430003806949
2283447,other,0.6,en,1.000000238418579,1,"Hi @115850, sorry for the frustration. Please review your Orders page for details, or contact our support team. We're here to help.","[""2283447_2283445""]",escalate,is_other,46.82749998755753
2859935,service_feedback,0.9,pt,1.0,0,"Que ótimo que você está feliz, isso nos deixa muito felizes! Aproveite a leitura e confira sua página de Pedidos para acompanhar os próximos pedidos.","[""2859935_2859934""]",escalate,unsupported_language:pt,51.00939999101684
450776,contact_request,0.95,es,0.9999998807907104,0,"Para recibir ayuda por teléfono, visita la sección de ayuda en tu cuenta y selecciona la opción de contacto telefónico. También puedes revisar tu página de Pedidos para más opciones de contacto. ¡Gracias por contactarnos!","[""2468609_2468608"", ""158740_158739""]",escalate,unsupported_language:es,43.70839998591691
1021009,fraud_or_unauthorized,0.95,en,0.9999999403953552,1,"I'm sorry to hear this. Please report the issue to our help center so we can investigate and secure your account, including resetting the email and password. We'll assist you through the process.","[""1021009_1021006"", ""1611033_1611031"", ""2470173_2470172"", ""164969_164968"", ""313425_313424""]",escalate,always_escalate:fraud_or_unauthorized,38.5799000505358
734683,other,0.3,es,1.0,0,"¡Disfruta la lectura! Si necesitas ayuda, revisa la página de Pedidos o el seguimiento del envío. ¡Gracias por comprar con nosotros! 💕","[""734683_734682""]",escalate,is_other,46.58510000444949
347936,other,0.2,en,0.9999999403953552,0,We’re unable to access your order details over Twitter. Please check your Orders page for updates or contact support via the Amazon app for help.,"[""347936_347941"", ""2337557_2337748"", ""683065_683067""]",escalate,is_other,36.061299964785576
2447448,delivery_late,0.9,en,1.0000003576278689,0,Sorry for the delay! Check your Orders page or view the tracking info to see the confirmed delivery date. Let me know if you still have trouble.,"[""2447448_2447447""]",escalate,account_specific_intent,27.95190003234893
2017527,delivery_late,0.95,de,0.9999998807907104,0,Wir haben keinen Zugriff auf deine Bestellung über Twitter. Bitte prüfe deine Bestellungen oder das Sendungsverfolgungs‑Tool auf der Amazon‑Website für aktuelle Informationen.,"[""2017527_2017529""]",escalate,unsupported_language:de,41.49809997761622
2887941,delivery_late,0.9,en,1.0000004768371582,1,"I'm sorry you're frustrated. Please check your Orders page for the expected delivery date and status. If it's still late, let us know and we'll look into it ASAP.","[""2887941_2887939""]",escalate,account_specific_intent+repeat_contact,39.59399997256696
1210658,pricing_or_promotion,0.85,es,1.000000238418579,0,"Lamento la confusión. En la página de tus pedidos puedes ver las tarifas de cancelación. Si no aparece, por favor contacta a Soporte al Cliente. Confirma si el pedido fue gestionado por Amazon o por un vendedor externo.","[""1210658_1210656"", ""1645611_1645609"", ""1386526_1386525""]",escalate,unsupported_language:es,45.72950000874698
527645,other,0.3,en,0.9999999403953552,1,"We’re sorry you’re unhappy. Pricing is set by sellers; Amazon strives for best price, but it can change. Check your Orders page for details or contact the seller directly.","[""527645_527643""]",escalate,is_other,40.97600001841784
180957,order_status,0.9,en,1.0000001192092896,0,"Check your Orders page for the current status. If it hasn’t shipped you can cancel it from there, and the refund will be processed and appear in your account within a few days. If it has shipped, you can refuse delivery.","[""180957_180955"", ""318618_318620"", ""2758150_2758151"", ""1198294_1198293""]",escalate,account_specific_intent,41.45409999182448
2690730,service_feedback,0.9,en,0.9999998211860656,0,We're sorry you had a bad experience. Could you share what happened (no personal info)? You can also view the status of your orders from the Orders page. We're here to help.,"[""2690730_2690729"", ""173482_173481"", ""222634_222633""]",auto,confident_and_grounded,37.46200003661215
2868432,delivery_courier_issue,0.95,en,0.9999997615814208,0,"Thanks for letting us know about the issue with Lasership. Please check your Orders page for tracking details. If the package still isn't delivered, you can contact us via phone or chat to request a different carrier. Sorry for the inconvenience.","[""2868432_2868430"", ""65827_65826"", ""205241_205240"", ""2314042_2314040"", ""1717543_1717541""]",escalate,account_specific_intent,37.63519995845854
2260643,delivery_late,0.85,en,1.0000001192092896,0,We’re sorry you’re experiencing a delay and a rude chat. Check your Orders page for the latest status and let us know if you’d prefer a refund or credit. We’re here to help.,"[""2260643_2260642"", ""2836974_2836976""]",escalate,account_specific_intent,44.40719995182008
392214,delivery_wrong_location,0.95,en,1.0000003576278689,1,"Sorry for the trouble. Please check your Orders page or tracking details and update the address if needed. If the issue persists, contact us via phone, chat, or e‑mail for assistance.","[""392214_392212"", ""2297611_2297610"", ""2500741_2500739"", ""2552270_2552283""]",auto,below_escalation_threshold:repeat_contact,42.81810001702979
2821581,service_feedback,0.9,ja,1.0,0,ご利用いただきありがとうございます。Prime Musicでは音質は標準設定で最適化されています。設定メニューから音質を確認・変更いただけます。ご不明点はご注文履歴ページでご確認ください。,"[""2821581_2821580"", ""2395806_2395805""]",escalate,unsupported_language:ja,47.579499951098114
197845,device_or_content_issue,0.7,en,0.9999998807907104,1,"Sorry for the inconvenience, @115850. Please report the fingerprint issue and technician delay in the support section of the Amazon app or website, and we’ll arrange a technician visit.","[""197845_197846"", ""1786124_1786125""]",escalate,account_specific_intent+repeat_contact,42.171499982941896
619923,pricing_or_promotion,0.95,fr,0.9999998807907104,0,"Oui, des frais de livraison seront ajoutés à votre commande pour le délai d'un jour ouvré sans Prime. Vous pouvez vérifier le montant total et les détails de livraison dans votre page Commandes.","[""619923_619922""]",escalate,unsupported_language:fr,48.41310001211241
694345,delivery_late,0.9,en,0.9999997615814208,1,"Hi @115821, sorry for the delay. Prime is two‑day transit in business days. Check your Orders page for the latest status, and let us know if it still isn’t arriving. We apologize for the inconvenience.","[""694345_694343"", ""2284556_2284554"", ""601289_601288"", ""873785_873783"", ""2220020_2220018""]",escalate,account_specific_intent+repeat_contact,44.22700003487989
549383,other,0.3,es,0.9999999403953552,0,"Hola, gracias por contactarnos. Por favor, revisa la sección Pedidos de tu cuenta para ver la fecha de entrega. Si necesitas más ayuda, consulta la página de seguimiento de tu pedido o contacta al transportista.","[""549383_549384"", ""464224_464226"", ""495916_497369""]",escalate,is_other,37.108999968040735
277836,other,0.3,it,0.9999998211860656,0,"Se ti appare un addebito non riconosciuto, controlla la pagina degli ordini o la pagina di tracciamento per verificare lo stato e il pagamento. Se c’è un addebito errato, chiedi un rimborso tramite la pagina di assistenza.","[""2307813_2307812"", ""2981905_2981904""]",escalate,is_other,39.81650003697723
420304,fraud_or_unauthorized,0.85,en,0.9999996423721312,1,@115850 Sorry for the inconvenience. Could you let us know which order is affected? Please check your Orders page and share the details so we can look into it.,"[""420304_420305"", ""2170871_2170864"", ""836479_836476""]",escalate,always_escalate:fraud_or_unauthorized,56.95160001050681
723655,no_action_needed,0.95,ja,0.9999999403953552,0,ご安心いただけて嬉しく思います！ご不明点があればいつでもご連絡ください。ご注文の詳細はOrdersページでご確認いただけます。,"[""723655_723657""]",escalate,unsupported_language:ja,46.97879997547716
1223652,contact_request,0.9,en,0.9999999403953552,0,"@AmazonHelp Please reply to this tweet with the tracking information. For a secure upload, use the link on your Orders page. Let us know if you need assistance.","[""1223652_1223651"", ""1332701_1332703"", ""671730_671731""]",auto,confident_and_grounded,47.880500031169504
2212145,account_manage,0.95,en,0.9999998807907104,0,"I understand you’re closing your seller account. We can’t review account status here, so please send us a private message or email to help you complete the closure. Thank you for using Amazon.","[""2212145_2212146"", ""2212137_2212138""]",escalate,account_specific_intent,45.53229996236041
18702,item_wrong_or_missing,0.9,en,1.000000238418579,0,"Check your Orders page. Reply to the email we sent and we’ll investigate the wrong item and refund. For more help, use the support link on your order details.","[""18702_18703"", ""2457796_2931898"", ""471587_471589""]",escalate,account_specific_intent,44.22839998733252
1273453,item_damaged,0.9,en,0.9999997615814208,0,"We’re sorry your Moto G5 S+ was damaged in transit. Check your Orders page, then submit a replacement request. Our team will review and respond promptly.","[""1273453_1273452"", ""279646_279644""]",escalate,account_specific_intent,52.3045000154525
910341,service_feedback,0.95,en,0.9999998807907104,0,"Thank you for the shout out! We're thrilled Nupur helped with your cross‑country move. If you need anything else, check your Orders or Tracking page for updates. ^AS","[""910341_910340""]",auto,confident_and_grounded,53.41580003732816
2513669,refund_status,0.95,en,0.9999997615814208,0,"Hi, the offer you referenced is no longer available on the Fire Stick. Please check your Orders page for any updates or contact us for further assistance.","[""2513669_2513668""]",escalate,account_specific_intent,42.42409998551011
339930,delivery_courier_issue,0.92,en,0.9999999403953552,0,"Thanks for your feedback, @115821. We’ll note this packaging concern. You can share more details via the feedback form on your Orders page. If you’re experiencing any delivery issue, check the tracking status in your Orders.","[""339930_339929"", ""763613_763611""]",escalate,account_specific_intent,51.2933999998495
1243763,delivery_late,0.9,en,0.9999999403953552,0,"We’re sorry your Prime order took longer than expected. Prime covers business‑day transit after it ships, but some items need extra processing or may be delayed during busy periods. Check your Orders page or the tracking info for the latest status.","[""1243763_1243762"", ""121105_121104"", ""2822338_2822337"", ""1402190_1402189"", ""1655208_1655207""]",escalate,account_specific_intent,37.93959994800389
962651,contact_request,0.7,unknown,1.0000001192092896,0,We've responded to your private message. Please check your inbox.,"[""2847434_2847433"", ""1366224_1366223""]",escalate,unsupported_language:unknown,46.22770001878962
1427899,delivery_late,0.7,en,1.0000001192092896,0,"Our delivery can arrive until 21:00. Please check your Orders page for the latest tracking info. If it still hasn’t arrived, let us know. We’re here to help!","[""1427899_1427896"", ""1659007_1659008"", ""2398226_2398227""]",escalate,account_specific_intent,38.99620001902804
418192,no_action_needed,0.95,ja,0.9999998807907104,0,ご確認いただきありがとうございます。ご報告いただいたとおり、手数料がポイント額を上回ったためポイントが適用されませんでした。ご不便をおかけし申し訳ございません。ご不明点がございましたら、いつでもご注文履歴ページからご連絡ください。,"[""418192_418193""]",escalate,unsupported_language:ja,38.24309998890385
224398,contact_request,0.9,en,1.0000001192092896,0,"Hi, we can't access your account via Twitter. Please go to your Orders page or use Amazon's Help center to open a support case and we’ll get back to you. Thank you!","[""224398_224401""]",auto,confident_and_grounded,44.892000034451485
1201250,prime_membership,0.9,en,1.0,1,"It looks like your account isn’t recognized as a Prime member. Check if you signed up with another account and try disconnecting the Twitch link in your Twitch settings. If the issue persists, review your Orders page to confirm your subscription status.","[""1201250_1201248"", ""236159_236157""]",escalate,payment_intent+repeat_contact,45.04489997634664
1816328,other,0.5,pt,0.9999998807907104,0,"Sim, vendemos eletrônicos! Confira sua seção de pedidos para ver o catálogo completo. Se precisar de ajuda, acesse a página de pedidos do seu perfil.","[""1816328_1816327""]",escalate,is_other,42.355399986263365
1028972,no_action_needed,0.8,en,1.0000003576278689,0,"Thank you for letting us know you’re keeping the item. If you have any questions or need assistance, please visit your Orders page or contact us. We’re happy to help you with anything.","[""1028972_1028973"", ""1032389_1032391""]",auto,confident_and_grounded,43.20219997316599
2555117,delivery_late,0.9,en,0.9999999403953552,1,Sorry to hear about the delay. Check your Orders page for shipping details or view the tracking information. Let us know if it doesn't arrive by the expected date.,"[""2555117_2555114"", ""2915831_2915830"", ""2875678_2875677""]",escalate,account_specific_intent+repeat_contact,41.50520003167912
857840,no_action_needed,0.95,fr,0.9999998807907104,0,@AmazonHelp À votre service! ^MD,"[""857840_857839"", ""2154038_2154037""]",escalate,unsupported_language:fr,47.57540003629401
2671809,service_feedback,0.9,en,1.0,1,"Great to hear your holiday shopping went smoothly! If you need help, check your Orders page or tracking info. Wishing you a joyful holiday season! 🎄","[""2671809_2671807"", ""1924035_1924034"", ""2612331_2612330""]",auto,below_escalation_threshold:repeat_contact,50.166199973318726
2240574,contact_request,0.95,es,1.0000001192092896,0,¡Claro! Puedes enviarnos tu consulta por DM y te atenderemos con gusto.,"[""2240574_2240573"", ""387174_387172"", ""1272325_1272324"", ""564972_564970"", ""619970_619972""]",escalate,unsupported_language:es,38.55539998039603
495794,fraud_or_unauthorized,0.8,en,0.9999998807907104,0,@AmazonHelp I understand your frustration. We sent a response to your registered email regarding this claim. Please check that email and let us know if you need further assistance. You can also review your Orders page for details.,"[""495794_495795"", ""497296_497298"", ""1565918_1745574""]",escalate,always_escalate:fraud_or_unauthorized,45.24710000259802
1861662,item_wrong_or_missing,0.9,ja,1.0,0,ご迷惑をお掛けしております。ご注文いただいた本は、出品者が発送しております。お手数ですが、出品者に直接ご連絡いただき、交換または返品をご相談ください。ご注文履歴からご確認いただけます。,"[""1861662_1861661""]",escalate,unsupported_language:ja,40.41250003501773
324412,order_status,0.9,en,0.9999998807907104,0,@AmazonHelp Sorry for the trouble. Please report this issue to our support team via the app and we’ll help you with the return and replacement. You can also find your order in the Orders section for details.,"[""324412_324411""]",escalate,account_specific_intent,47.00890003005043
1260435,no_action_needed,0.95,ja,1.0,0,お役に立てて光栄です。ご不明な点があればいつでもお知らせください。ご利用いただきありがとうございました！,"[""1260435_1260434""]",escalate,unsupported_language:ja,39.012599969282746
2910414,other,0.15,pt,0.9999998211860656,0,Esse aí é um livro super legal! ❤️😀 Espero que curta muito a leitura!,"[""2910414_2910416""]",escalate,is_other,36.857200029771775
257158,other,0.6,en,0.9999997615814208,0,"Hi @AmazonHelp, yes, that seller is Amazon. To verify or request a return, please contact us by phone or check your Orders page for details. We're here to help!","[""257158_257159""]",escalate,is_other,43.39840001193807
1355355,device_or_content_issue,0.8,de,1.0,1,Über beide Konsolen ist das leider nicht möglich. Alle kompatiblen Geräte findest du in der Geräteliste der Amazon‑Video‑App.,"[""1355355_1355354"", ""163610_163609""]",escalate,unsupported_language:de,43.58820000197738
1426724,delivery_not_received,0.8,en,0.9999998807907104,1,"I'm sorry it wasn't delivered! Please check your Orders page for details and track the package. If it's still missing, contact us via phone or chat for help.","[""1426724_1426722"", ""2198970_2198969""]",escalate,account_specific_intent+repeat_contact,39.33050000341609
2478911,order_status,0.9,en,0.9999998807907104,0,"Tickets are typically dispatched 7 days before the event. Check your Orders page to see the status. If you still haven’t received them 5 days before, let us know.","[""2478911_2478910"", ""2410542_2410541""]",escalate,account_specific_intent,47.62029997073114
2643350,order_status,0.7,en,1.0,1,"Sorry for the delay. Please check your Orders page for the latest tracking info, and let us know if it still hasn’t arrived. We’ll help you get it on time.","[""2643350_2643347"", ""1050395_1050393"", ""453277_453276"", ""2735288_2735287""]",escalate,account_specific_intent+repeat_contact,53.53440000908449
1744141,contact_request,0.9,en,1.0,1,Sorry for the delay. Check your Orders page for shipping status or contact our support team for assistance.,"[""1744141_1744140"", ""969932_969935""]",auto,below_escalation_threshold:repeat_contact,46.36109998682514
2301902,delivery_courier_issue,0.9,en,0.9999998807907104,0,Sorry we missed you. Check your Orders page to see which carrier attempted delivery and the tracking details.,"[""2301902_2301901"", ""911506_911507""]",escalate,account_specific_intent,44.78280001785606
179281,other,0.35,en,0.9999998807907104,0,"Please do not click any links in the email. If you have no Amazon account or cannot find any orders on your account page, it is likely a phishing attempt. Check your Orders page for any activity or contact our support for confirmation.","[""179281_179280"", ""2722676_2722674""]",escalate,is_other,47.56840004120022
1089804,delivery_not_received,0.85,en,0.9999998807907104,1,We’re sorry you haven’t received your order. We’ve escalated this and our team is looking into it. Please check your Orders page for status or contact us again for updates.,"[""1089804_1089806"", ""1264475_1264477""]",escalate,account_specific_intent+repeat_contact,47.480400011409074
946583,order_status,0.7,es,0.9999997615814208,0,El tiempo depende del método de reembolso seleccionado. Puedes ver más detalles en tu sección de pedidos o en la página de tu cuenta.,"[""946583_946584""]",escalate,unsupported_language:es,41.49199998937547
1537580,fraud_or_unauthorized,0.9,unknown,1.0,1,"I’m sorry you’re dealing with these fake emails. Report them to us via the Amazon Help Center or customer support, and review your Orders to confirm no unauthorized charges.","[""1537580_1537578""]",escalate,always_escalate:fraud_or_unauthorized,48.04429999785498
313636,service_feedback,0.85,en,0.9999998807907104,0,"We're sorry you haven't heard back. We’ve reached out via email. Please check your inbox and spam folder, and reply through our help page or Orders page for further assistance.","[""313636_313639"", ""2102700_2102701"", ""134814_134813"", ""1363467_1363469""]",auto,confident_and_grounded,53.03399998228997
926365,pricing_or_promotion,0.85,en,0.9999996423721312,0,"Thanks for reaching out! Yes, Prime members still get 20% off new games. You can see the discount in your Orders or on the game’s detail page. Let us know if you need more help.","[""926365_926364""]",auto,below_escalation_threshold:refund_intent,52.9573000385426
1716715,order_status,0.9,en,1.0,0,"Hi! It's common for items to ship the same day they’re delivered. Check your Orders page or the tracking details for each item. If one still hasn’t arrived, let us know and we’ll investigate. Thanks!","[""1716715_1716717"", ""1109496_1110223"", ""1540986_1540984"", ""1072178_1072180"", ""1458930_1458928""]",escalate,account_specific_intent,37.944600044284016
2850597,item_damaged,0.95,en,1.000000238418579,0,Sorry your CD arrived damaged. Please visit your Orders page to return or exchange it. Let us know if you need further help.,"[""2850597_2850596"", ""274635_274634""]",escalate,account_specific_intent,47.277599980589
739766,other,0.4,en,1.000000238418579,0,"We'll respond within 12 hours once we receive your details. In the meantime, check your Orders page for updates.","[""917014_917015""]",escalate,is_other,37.83299995120615
2536390,delivery_courier_issue,0.8,en,0.9999998211860656,0,Thanks for your patience. Please check your Orders page and the tracking link provided by Hermes. Keep us posted if you don’t see an update.,"[""2536390_2536391""]",escalate,account_specific_intent,38.278099964372814
1171387,pricing_or_promotion,0.92,es,0.9999998807907104,0,"Hola, entiendo tu preocupación por el cargo adicional de Aduana. Por favor, contacta con nuestro Servicio al Cliente y revisa la sección de Órdenes para más detalles. Estamos para ayudarte.","[""1171387_1171389"", ""1955762_1955763""]",escalate,unsupported_language:es,51.444799988530576
1816343,other,0.3,en,0.9999998807907104,0,"We haven't received the details yet. Please fill them via the link we provided earlier. If you need help, check your Orders page.","[""1816343_1816344"", ""1608086_1608088"", ""224235_224236"", ""665548_665547""]",escalate,is_other,44.64929999085143
2036752,other,0.2,es,0.9999998807907104,0,"¡Nos alegra que la felicidad haya llegado en paquete! Esperamos que disfrutes tus productos. Si necesitas ayuda, revisa tu página de Órdenes o el estado de envío.","[""2036752_2036751""]",escalate,is_other,54.839399992488325
109871,other,0.3,de,0.9999997615814208,0,Deal! 🙃,"[""109871_109873""]",escalate,is_other,44.85289996955544
505835,delivery_not_received,0.75,pt,1.0000001192092896,0,"Oi! Entendemos sua frustração. Estamos entrando em contato com a transportadora e aguardando retorno. Enquanto isso, verifique o status do pedido na sua página de Pedidos ou na área de rastreamento. Assim que tivermos atualização, avisaremos.","[""505835_505836"", ""280615_280617"", ""142805_142804""]",escalate,unsupported_language:pt,48.94929996225983
490438,order_status,0.7,en,0.9999998211860656,0,We’re unable to view your account here. Please contact Amazon Customer Service via your Orders page or the help link to provide the order details. We’ll look into the seller information for you.,"[""490438_490439""]",escalate,account_specific_intent,54.46110002230853
2712528,delivery_not_received,0.7,en,0.9999998807907104,0,"Hi, I’m sorry about the confusion with the multiple emails. Our team will investigate. Please submit your details via the link we sent in a private message. Check your Orders page and tracking for updates. We’ll follow up soon.","[""2712528_2712529"", ""873796_873798"", ""1691617_1691615""]",escalate,account_specific_intent,45.64480000408366
2107243,no_action_needed,0.7,fr,1.0,0,"Bonjour, je suis désolé(e). Veuillez consulter votre page Commandes ou la page de suivi pour voir où se trouve votre colis. Si le problème persiste, contactez notre service client. Si vous avez des questions sur le transporteur, consultez votre page de suivi.","[""2107243_2107242"", ""1411674_1411676"", ""1136235_1136237"", ""736507_736505"", ""394485_394484""]",escalate,unsupported_language:fr,54.549099993892014
1378717,contact_request,0.95,en,1.0,0,"You can contact us via phone, chat, or email. Please visit your Orders page for options or open a support case. We're here to help.","[""1378717_1378719""]",auto,confident_and_grounded,45.68729997845367
2299080,service_feedback,0.7,unknown,0.9999997615814208,1,"कृपया अपने ऑर्डर पेज पर जाकर समस्या के बारे में बताएं, ताकि हम जांच कर सकें।","[""2299080_2299078""]",escalate,unsupported_language:unknown,46.07639997266233
1331874,device_or_content_issue,0.85,en,1.0,0,"Hi! It looks like you haven't received your Madden players after linking accounts. Please visit the help page for linking accounts and follow step 3, or check your Orders page for any pending items.","[""1331874_1331873""]",escalate,account_specific_intent,45.58859998360276
69692,fraud_or_unauthorized,0.8,en,1.000000238418579,0,"@AmazonHelp Our team is investigating your issue and will update you shortly. In the meantime, please check the Orders page for the latest status. Thanks for your patience!","[""69692_69693""]",escalate,always_escalate:fraud_or_unauthorized,49.95239997515455
1955359,item_damaged,0.95,en,1.0,0,"Sorry to hear about the fluid. Please request a replacement from your Orders page. If you need help, you can chat or call customer service. We'll sort this out quickly.","[""1955359_1955358"", ""300048_300047"", ""1353685_1353684"", ""1243338_1243337""]",escalate,account_specific_intent,34.96979997726157
1043738,delivery_late,0.75,en,0.9999998211860656,0,I’m sorry about the delay. Let me look into it. Please check your Orders page for updates or contact us through the Help page. We’ll work to resolve this quickly.,"[""1043738_1043739""]",escalate,account_specific_intent,44.15730002801865
2938337,delivery_not_received,0.9,es,1.0,1,"Lo sentimos mucho. Revise el estado de su pedido en su página de Pedidos y consulte el seguimiento. La transportista hará un nuevo intento de entrega el siguiente día hábil. Si necesita ayuda, contáctenos.","[""2938337_2938336"", ""1353463_1353465"", ""1041710_2135781""]",escalate,unsupported_language:es,49.12520002108067
1300641,delivery_late,0.65,en,1.0,0,"I'm sorry about the delay. Please check your Orders page or tracking link for the latest status. If it's still missing, let us know and we'll help resolve it.","[""1300641_2609170"", ""2526259_2526261""]",escalate,account_specific_intent,50.71799998404458
504896,no_action_needed,0.9,pt,0.9999998807907104,0,"De nada! Se precisar de mais alguma coisa, estamos à disposição. Qualquer dúvida, acesse sua página de Pedidos ou rastreie seu pedido.","[""504896_504898"", ""2115518_2115520"", ""619174_2306087""]",escalate,unsupported_language:pt,50.86930003017187
757743,delivery_late,0.9,en,1.0,0,I’m sorry for the delay. Please check your Orders page or the email we sent for the latest update. Let us know if you need further help.,"[""757743_757744"", ""341421_341422"", ""735317_735318""]",escalate,account_specific_intent,54.28169999504462
180824,no_response_received,0.9,en,0.9999998807907104,0,We've received your message and Jeff is on it. Please check your Orders page for updates. We appreciate your patience.,"[""180824_180825"", ""180841_180842""]",auto,confident_and_grounded,39.70389999449253
2758189,device_or_content_issue,0.92,en,0.9999998807907104,0,"Hi @AmazonHelp, it sounds like a Kindle app glitch. Try uninstalling and reinstalling the app, or check for updates. If that doesn’t help, visit your Orders page for further assistance.","[""2758189_2758188""]",escalate,account_specific_intent,48.668399977032095
1820591,no_action_needed,0.9,ja,1.0,0,@AmazonHelp ご丁寧にありがとうございます。ご不明な点がございましたら、いつでもご連絡ください。,"[""1820591_1820593"", ""349603_349604"", ""439642_439644"", ""1429620_1429622"", ""1106454_1106453""]",escalate,unsupported_language:ja,29.536799993366003
1264572,other,0.5,pt,0.9999997615814208,0,"Para receber as newsletters da @117086, acesse sua conta e ajuste as preferências de email. Lá você pode ativar ou desativar promoções e newsletters.","[""1614778_1614776"", ""2973784_2973783""]",escalate,is_other,41.53170000063256
2704957,contact_request,0.95,en,0.9999999403953552,0,Sharing account info over Twitter isn’t secure. Please use the chat or phone link in the Amazon app or website to speak to a rep. You can view your orders in the Orders tab. Let us know if you need further help.,"[""2704957_2704958""]",auto,confident_and_grounded,47.534999961499125
1088763,no_action_needed,0.9,es,1.0,0,"¡Hola! ¡Qué alegría saber que ya llegó tu nuevo libro! Si ya lo empezaste a leer, compártelo con nosotros. Puedes revisar el estado en tu página de pedidos. 📚❤","[""1088763_1088762"", ""2898948_2898947""]",escalate,unsupported_language:es,57.072299998253584
1553294,device_or_content_issue,0.9,de,1.0,0,Leider erlaubt Apple keine Käufe direkt im Amazon‑App. Bitte öffne Safari bzw. einen Browser auf deinem iPhone und kaufe dort über die Kindle‑Store-Seite. Du kannst deine bestehenden Bestellungen anschließend im Orders‑Bereich sehen.,"[""1553294_1553292"", ""1662284_1662282"", ""2306112_2306111"", ""223863_310796""]",escalate,unsupported_language:de,55.38739997427911
545786,delivery_courier_issue,0.85,en,1.0000001192092896,1,"Sorry you’re still waiting. Please check your Orders page or the tracking info for your shipment. If it’s still not arrived by the expected time, contact us by phone or chat for a quick resolution.","[""545786_545784"", ""1887462_1887461""]",escalate,account_specific_intent+repeat_contact,51.722000003792346
843124,service_feedback,0.7,pcm,1.000000238418579,0,"Apka DM check karein, humne aapko reply diya hai. Kripya review karein.","[""843124_865596""]",escalate,unsupported_language:pcm,37.20399999292568
