tweet_id,message,reply,sources,groundedness,relevance,actionability,tone,safety,note
1861662,amazonのマーケットプレイスで買った本、商品情報と違うバージョンだった。欲しかったのは叢書版で、それを確認して注文したのに単行本版が届いた。引用頁などに当たりたい場合、これではまったく使えないわけで非常に困る。困っている。,ご迷惑をお掛けしております。ご注文いただいた本は、出品者が発送しております。お手数ですが、出品者に直接ご連絡いただき、交換または返品をご相談ください。ご注文履歴からご確認いただけます。,"- @556402 お届けした商品に問題があり、ご迷惑をおかけしております。
出品者が販売発送している商品につきましては、直接出品者に状況をご申告のうえご確認いただければと存じます。連絡方法などは、下記ヘルプページをご参照ください。https://t.co/ZXCXcbN3Tv TY",4,3,2,4,5,
349619,"Excited to see what the Indian version of Alexa has to offer 😎.

@115850 can it make chai?

#Alexa #indiatech #AmazonEcho","@115850 Alexa can’t make chai, but can help you order one. 😉","- @199198 Alexa wouldn't be able to make Chai, she might surely help you order one. 😉 ^EM",5,4,5,5,5,
2825533,"@AmazonHelp Black Hole - Charles Burns e Gavião Arqueiro Minha vida como uma arma
Nerdzando dlev hayeushshau","@787134 Caraca, amamos demais isso! ❤😱 Queria muito ler Black Hole, o que está achando? ^DA","- @787134 Caraca, amamos demais isso! ❤😱 Queria muito ler Black Hole, o que está achando? ^DA",5,4,3,4,5,
504977,"Los de @AmazonHelp @116875 se la rifaron, de verdad son geniales. Hoy me llegó una maravillosa sorpresa. Nos hicieron sentir como superhéroes. Gracias, de verdad gracias. Son geniales.","¡Hola! Nos alegra mucho que hayas disfrutado la sorpresa. Gracias por compartir tu experiencia. Tu satisfacción es nuestro mayor premio. Para ver tu pedido, visita la página de Pedidos.","- @235770 ¡Hola, Héctor! De verdad, nos alegra demasiado que te haya gustado la sorpresa 🙈😍 Tu satisfacción, es nuestro mayor premio, ¡linda tarde! ^LC",5,5,5,5,5,
739766,@AmazonHelp How much time you will take,"We'll respond within 12 hours once we receive your details. In the meantime, check your Orders page for updates.","- @337704 Once we receive the details, we will get back to you the latest by 12 hours. Appreciate your patience. ^BS",5,4,5,4,5,
2985490,@AmazonHelp Got help with fraud on a/c. could not reset my p/word as it came up with error. Now finally got to send an email about it to you &amp; aparently I don't have an ac under my email. I have yrs of emails etc from you????? I also pay for prime. Please find my a/c!,"Hi, it looks like your account is on hold due to fraud. Please contact an Account Specialist for help. If you haven’t heard from them, reach out to us for real‑time assistance. Check your Orders page for any updates.","- @761050 We're unable to access account or order details if your account is currently on hold. I suggest working with our Account Specialists for more information. If you haven't received an e-mail from them, please reach out here: https://t.co/jzvkhdlrK5 ^NN
- @761050 I'm sorry you're unable to sign in, thank you for letting us know! Have you tried a different browser or device? If you're still experiencing issues signing in please reach out to us for real time assistance: https://t.co/JzP7hlA23B ^EB",5,4,5,5,5,
197845,@115850 my phone's finger print scanner is not working. Also the technician was supposed to arrive in the afternoon but still not here!,"Sorry for the inconvenience, @115850. Please report the fingerprint issue and technician delay in the support section of the Amazon app or website, and we’ll arrange a technician visit.","- @162523 Sorry for the trouble Nitish. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
- @536630 I'm sorry the technician didn't come to check the phone. Pleas send your details here: https://t.co/GIJyeYqKE0 and we'll further look into this for you. ^AM",4,5,4,5,5,
424294,@AmazonHelp Order# 403-4575924-9418735 Fraud seller as this shipment was not been shipped &amp; got the delivery from seller Courier 7838852939 https://t.co/LbrDp4SSHJ,Sorry for the inconvenience. Please report this issue in your Orders page or contact customer service – we’ll investigate the fraud claim and get this sorted for you.,- @215991 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,5,3,3,4,4,
277836,"Ogni volta che arriva il corriere amazon vedo mia mamma entrare in uno stato catartico di confusione fobia e disappunto ""ma l'hai pagato?""","Se ti appare un addebito non riconosciuto, controlla la pagina degli ordini o la pagina di tracciamento per verificare lo stato e il pagamento. Se c’è un addebito errato, chiedi un rimborso tramite la pagina di assistenza.","- @669447 Hi there, sorry to hear about the unknown charge! If it's a Prime membership charge, you can cancel this for a prorated refund here: https://t.co/dAyYZhCfM4 

If not, and the charge is coming from Amazon, we can look into it with you here: https://t.co/hApLpM3Ejd ^DW
- @483177 ¡Hola nat! Lamento los inconvenientes relacionados con este cobro doble. Te recomiendo ingresar a esta pagina de ayuda para más información: https://t.co/T8KTlebhN0 ^DQ",1,2,1,2,1,
946583,"@AmazonHelp ok, pero cuando es entregado al vendedor cuanto tardan en darte el dinero",El tiempo depende del método de reembolso seleccionado. Puedes ver más detalles en tu sección de pedidos o en la página de tu cuenta.,- @344466 El tiempo dependerá del método de reembolso seleccionado. Puedes ver más detalles aquí: https://t.co/XzPTsjt8F8. ^LG,4,3,4,4,4,
67472,@AmazonHelp  ciao! Ho problem con l'app per le foto. Ci sono questi video che da un po' non vogliono fare il backup. Come mai ? E cosa devo fare? https://t.co/X4HZU8deSR,"Ciao! Prova a interrompere l’upload in attesa e a caricare i video uno alla volta. Se il problema persiste, contatta il Servizio Clienti per verifiche aggiuntive.","- @131413 Ciao, hai provato a interrompere l'upload dei contenuti in attesa e a caricare i video uno alla volta? ^LF",5,5,4,5,5,
2539030,"#AmazonPrime sempre più bufala queste consegne, un giorno da 192 ore? dal 12 al 20... per cosa pago?",@12345 Mi dispiace per il ritardo nella consegna. Hai già segnalato l'accaduto al Servizio Clienti? Puoi verificare lo stato dell'ordine nella pagina Ordini o sul tracking. Grazie per la pazienza.,- @722094 Mi spiace per il ritardo! Hai già segnalato l'accaduto al Servizio Clienti? ^CS,4,3,4,5,5,
2513669,"Is the offer refund @117795 for purchase of new fire stick, still on?","Hi, the offer you referenced is no longer available on the Fire Stick. Please check your Orders page for any updates or contact us for further assistance.","- @426859 Hi, the offer is not available on the product. ^HK",5,5,5,5,5,
381415,@115821 @115850 why don’t you let customers set location that your delivery team could use to navigate rather than address? @115851,Thanks for the feedback! We’ve forwarded your suggestion to the relevant team and will consider it for future improvements.,"- @206452 Thank you for the feedback. I'll certainly forward this internally. ^PR
- @750749 Thank you for the suggestions. I have forwarded it to the concerned team. I'm sure our team will work on it. ^HR",5,5,4,5,5,
1383044,"Hey @115821 do you guys sell personalities? 
#AskingForAFriend","We don’t sell personalities—Amazon is just an online marketplace for goods. If you’re looking for a product, check your Orders page or search our catalog.","- @441868 Hi, I have checked and cant seem to locate any 😂 🤣 Let us know if you find any ..^CR",3,5,5,5,5,
893338,@AmazonHelp Attempting to deliver after hours multiple times. Absolutely incompetent!,Sorry for the inconvenience. A team member would like to review this delivery. Please check your Orders page for details or share the order number so we can help. Thank you.,"- @332126 A member of our team would like to look into this. Please provide us with your details here: https://t.co/ZK2llnK03Y ^LH
- @273591 I'd like a member of our team to review your delivery. Please provide your order details here: https://t.co/gZVJ2DvWlt ^RA
- @202515 Apologies for the trouble with your delivery. May I know if you've filled in your details in the link provided earlier? ^EM
- @479289 This isn't the experience we strive for Steve, truly sorry for any inconvenience! Have we missed the expected delivery date listed here: https://t.co/aaDyEz1VgE ? What does the tracking display? Please, let us know. ^JE",5,4,5,5,5,
1385292,@AmazonHelp I am using android. Just checked the review section of Google play. Everyone is facing the same issue. You need to check from your end.,"Thanks for letting us know. Please try deleting and reinstalling the app. If that doesn’t fix it, check your Orders page for updates. Let us know how it goes.",- @442367 Thanks for flagging Vivek- Have you tried deleting and reinstalling the app? ^NV,5,4,5,5,5,
1302325,@115821 @115817 This is how my shipment arrived today. https://t.co/J7Wr7nLPq1,"Was anything inside damaged? If so, check your Orders page for available options. If the package is fine, you can view delivery details there too.","- @424350 Oh no! Was anything inside damaged? If so, please checkout available options here: https://t.co/nUwwyJSo07 ^ML",4,5,5,5,5,
1300641,@115830 why? you seem to be incapable of delivering anything,"I'm sorry about the delay. Please check your Orders page or tracking link for the latest status. If it's still missing, let us know and we'll help resolve it.","- @737986 I'm sorry, have we missed a delivery for any of your recent orders: https://t.co/aaDyEz1VgE? We'd love to help. ^EB
- @719317 Kindly connect with our support team using the link provided earlier and we'll sort this. ^GK",5,4,5,5,5,
910341,Special shout out to CS Rep Nupur at @115821  for being a rock star and helping me sort through crazy complications of a cross country move.,"Thank you for the shout out! We're thrilled Nupur helped with your cross‑country move. If you need anything else, check your Orders or Tracking page for updates. ^AS","- @336232 BOOM! That's some great feedback, thanks! ^AS",5,4,5,5,5,
450776,@AmazonHelp No me han resuelto nada... hay algún numero donde pueda recibir ayuda?,"Para recibir ayuda por teléfono, visita la sección de ayuda en tu cuenta y selecciona la opción de contacto telefónico. También puedes revisar tu página de Pedidos para más opciones de contacto. ¡Gracias por contactarnos!","- @706263 We don't have access to your account via Twitter. Please get in touch here: https://t.co/jzvkhdlrK5 ^CN
- @124170 I'm sorry for the wait. I'd like a member of our team to look into the issue for you. Please provide details once more here: https://t.co/DJTppoxjNy ^JF",5,5,4,4,5,
2555117,@115821 @AmazonHelp I’m out here risking my new phone because my cases have not arrived on time!! 🤯😭☹️ no bueno,Sorry to hear about the delay. Check your Orders page for shipping details or view the tracking information. Let us know if it doesn't arrive by the expected date.,"- @276232 Sorry to hear about the delay, whats the current tracking information:  https://t.co/Y5jpI9gRhE ? ^MI
- @807099 Oh no! We don't want that to happen! Have we missed the delivery date provided on your order? You can check that here: https://t.co/aaDyEz1VgE ^EA
- @798325 I'm very sorry that your order has been delayed, please let us know if it doesn't arrive by Saturday. Does the carrier's tracking site provide any indication for the delay? ^KL",5,5,5,4,5,
1816343,@AmazonHelp Taking you guys to the court now. A notice would be sent shortly.,"We haven't received the details yet. Please fill them via the link we provided earlier. If you need help, check your Orders page.","- @545625 Have you filled in the details as requested earlier? ^RW
- @116925 I am afraid, we've not received the details yet. Please do so using the link provided earlier. ^RS
- @169577 We won't be able to help you, unless you share your details in the link provided earlier. ^AG
- @118506 We're sorry you feel this way. Have you contacted our support team from the link given earlier? ^ZH",4,2,3,3,5,
322873,Disappointed with the poor service . My order no 215171233779 is with courier service but not delivered yet.@115850 @AmazonHelp,"Sorry your order hasn't arrived yet. Please check the Orders page or your tracking details. If it's still missing, let us know and we'll resolve it as soon as possible.","- @192914 We're sorry to hear this. Could you please tell us if we've missed on the estimated date of delivery? (1/2) ^AU
- @119796 I'm sorry your order hasn't been delivered yet. I'd like to work on the issue and resolve it on priority. Please 1/3 ^SH
- @426679 Did we miss delivering the order on time? ^MJ",4,4,3,4,4,
2017527,"@AmazonHelp Ich hoffe ihr könnt mir dazu etwas sagen.
Warum oder weshalb die Verzögerung da ist.
Ich warte hier so lange.","Hallo! Wir entschuldigen uns für die Verzögerung. Bitte prüfe deine Bestellung und die Sendungsverfolgung auf der Amazon‑Website, dort findest du aktuelle Infos. Wenn du weitere Fragen hast, melde dich bei uns.",- @596655 Melde dich dazu über: https://t.co/ohyvGrpvrY Denn über Twitter haben wir keinen Zugriff auf deine Bestellung. Viele Grüße ^TR,5,4,5,5,5,
307872,Pretty disappointed...especially for being such a dedicated prime member for 2 years @115821 @117795 #notpleased #itsbeenovertwodays https://t.co/3XKmjdMLuW,Sorry to hear you're disappointed. Could you share the order number or what happened? Check your Orders page or tracking info for updates. We're here to help.,"- @189507 I'm sorry for the wait! To confirm, who's the carrier shown in the order details here: https://t.co/Y5jpI9gRhE? ^SB
- @362834 Oh no, Natalia! We want to help! Without account information, can you tell us what exactly is going on? ^SG
- @424760 That's quite a remark, Yogesh! Could you let us know what went wrong? We'd like to look into it. ^HD
- @812836 I apologize for the disappointment, Rob! This is definitely not the customer experience we strive for. Can you tell us more about what's going on? ^SC
- @793998 We'd like to help! Without giving account information or order details, could you please tell us more about what's going on? ^KJ",5,5,4,5,5,
2408663,@AmazonHelp Perfect. How do I prove I am a Prime Member?,"Your Prime membership will appear on the ticket/Order you bought, if you signed in with your Prime account. Check your Orders page. If it still don't show, contact us and we go look into am.","- @692607 Your Prime membership should be reflected with your ticket purchase, as long as you signed into Amazon Tickets with your Prime account credentials when you made your purchase. ^NC
- @670017 I'm sorry about the hassle, Bhavin. Please connect with us here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB",5,5,5,5,5,
180633,"@116928 , qué solución dáis  cuando no cumplís  plazos de entrega de productos que repercuten directamente en el desempeño de mi trabajo?","Lo siento por el retraso. Por favor revisa la página de Pedidos y el estado de seguimiento. Si el envío está retrasado, nuestro equipo está trabajando para resolverlo lo antes posible.","- @158465 Lamento el inconveniente, Macarena, me podrías informar ¿Cuál era la fecha estimada de entrega de tu pedido? ^AZ
- @167342 So sorry to hear this! We're here to help in any way we can. Have you noticed any patterns from any particular carrier? ^BL
- @342949 We ship orders to be delivered by the estimates. Did we happen to miss the estimated date for your order? ^MP
- @366798 I'm sorry for the delay.If you have shared your details, you would have received a correspondence to your email ID.(1/2)^SC",4,4,4,5,5,
729202,"@AmazonHelp The company im dealing with said that they have put a refund through yesterday, but I have no confirmation from you guys","We’ve received the seller’s refund request. A confirmation email will be sent once it’s processed. In the meantime, please check your Orders page for the latest status.","- @294659 Hi Michael- Just to confirm was this a Seller on Amazon? Did they confirm via your messages on Amazon? ^NV
- @438786 When was your delivery date? What were you advised on time frame for the refund? We'll send you a confirmation when processed. ^AM",2,4,5,5,5,
2761235,"@AmazonHelp Il y a juste écrit ""colis envoyé au transporteur, en transit"" depuis mardi dernier","Bonjour, votre colis est toujours en transit depuis mardi. Vérifiez votre page Commandes ou la page de suivi. Si l’état ne change pas, contactez notre Service Client pour qu’on vérifie le transporteur.","- @772562 Etait-ce une commande expédiée par Amazon ou par un vendeur tiers ? ^ARC
- @346153 il peut s'agir d'un souci d'acheminement , l'avez-vous signalé à notre SAV, pour vérifier et vous proposer une solution ? ^RA",3,4,4,5,5,
1057307,"@AmazonHelp Hello, your call of duty ww2 comes with a guide however is the guide digital or physical?","Check your Orders page to see if a guide was shipped with your Call of Duty: WWII preorder. If you still have questions, let us know.","- @193287 Hi, can you please link us to the version you're interested in &amp; we'll take a look? ^TS",3,3,3,2,3,
1355355,"Gibt's die #Amazon Channels nicht in der App für PS3/PS4? So zwecks #Eurosport-Player...
Hat da jemand Erfahrung damit? #m05sge",Leider ist die Amazon Channels App nicht für PS3/PS4 verfügbar. Prüfe die Liste kompatibler Geräte auf unserer Website.,"- @436047 Über beide Konsolen ist das leider nicht möglich. Alle kompatiblen Geräte findest du hier: https://t.co/D2pbk3iV5R ^BL
- @657176 Du hast Recht, leider ist das über die PS3 nicht möglich :( ^AV
- @153841 We can talk German? Leider das nicht möglich. Hier findest du eine Aufstellung über die kompatiblen Geräte: https://t.co/UewlxjFhFt ^BL",4,5,5,5,5,
180957,"@AmazonHelp I have share details already. What should I do ? Can I cancel the order ? If I cancel , may be you will refund my money after 1 month","Check your Orders page for the current status. If it hasn’t shipped you can cancel it from there, and the refund will be processed and appear in your account within a few days. If it has shipped, you can refuse delivery.","- @158507 We've sent a correspondence to your registered account, request you to check. We'd appreciate your understanding.  ^MA
- @191919 If the order has been dispatched it may be too late to cancel the order but you can refuse delivery. ^JJ
- @771844 The issue is being looked into and the team would connect with you shortly. If you do not wish to wait any longer you may cancel the order and place a new one. ^KK
- @400975 You may be seeing an authorization on your banking statement. Funds will be released shortly: https://t.co/5Rp4p4vLCM ^SE",3,4,3,5,5,
191803,Preordered #StarWarsBattlefrontII from @115821 and the #StarWarsBattlefrontIIBETA code doesn't work. That sucks,I'm sorry the StarWars Battlefront II beta code isn't working. Please let us look into this. You can reach out for help via your Orders page.,"- @161072 I'm sorry the code doesn't work, we'd be happy to look into this with you. Please contact us: https://t.co/EKXRLsnxJu ^AF
- @170164 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS",5,4,4,4,5,
75936,"@120533 @120534 
Vous n'en n'avez pas marre de systématiquement prendre les gens pour des cons ? Surtout quand il y a bien quelqu'un. Faudrait revoir la fonction même de votre métier. https://t.co/i7Ug2bro6E","Bonjour, je suis désolé pour cette expérience. Veuillez consulter votre page Commandes pour suivre votre colis ou contacter notre service client pour plus d’aide.","- @133000 Bonjour, je suis sincèrement désolé pour cela. Je vous invite à contacter notre SAV afin de localiser le colis. Veuillez le faire via le lien suivant :  https://t.co/hgIrz98cdI",3,3,3,5,3,
1260435,"@AmazonHelp 確認できました
迅速な対応ありがとうございます",ご確認いただけて安心いたしました。今後もご不明点があれば、注文ページや追跡ページをご確認ください。ご利用ありがとうございます！,- @415308 お役に立てて光栄です。Twitterでもサポートさせていただいておりますので、また何かございましたら、いつでもお知らせくださいませ。ご利用いただきありがとうございました！,5,4,5,5,5,
1408065,"@115821 This isn't an acceptable way to deliver any package, let alone one that was late. #Amazon #AmazonDelivery #theworst https://t.co/H0sb3kpXn1","Sorry about the delivery issue. Please check your Orders page for the carrier and tracking status, or let us know the carrier so we can follow up.","- @447286 I'm sorry about this, Jonathan! Who's the carrier for this delivery &amp; has other package arrived? https://t.co/Y5jpI9gRhE ^FR
- @119979 I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is? ^EB",3,4,3,5,5,
1537580,"@115821
People using
#AMAZON
NAME
SEND FAKE EMAILS TO GET INFO TO TAKE MONEY
https://t.co/rFSkG5S0ov GOT ME FOR
$40 THEM TRIED 12 MORE TIMES https://t.co/S0uuL1Dz3B",We’re sorry to hear about this. Please report any suspicious emails through our help page and review your orders in your account to confirm any charges. Avoid giving personal info to unknown senders.,- @229030 So sorry about that Charles! You can report any suspicious e-mails here: https://t.co/IsL20Gqmmg ^LS,5,1,3,4,4,
504896,@AmazonHelp Obrigado pela atenção,"De nada! Se precisar de mais alguma coisa, estamos à disposição. Qualquer dúvida, acesse sua página de Pedidos ou rastreie seu pedido.","- @235757 Imagina, caso você precisar de mais assistência não hesite em nos contatar. Por favor nos mantenha informados. ^NB
- @623652 Imagina! Sempre que precisar, pode contar com a gente! ^HC
- @266927 Imagina! Caso precisar de alguma outra assistência, fico à disposição para qualquer esclarecimento. ^MB",5,5,5,5,5,
595675,"@AmazonHelp I have already got one set up on my account, this obviously wasn't it...",I understand your frustration. That shouldn’t have happened. Please check your Orders page or let us know if the item arrives or if you need further assistance.,"- @261149 I understand your frustration. That certainly shouldn't have happened. Whenever you have the time, we'd appreciate your feedback here: https://t.co/JzP7hlA23B ^SK",5,4,5,5,5,
